sentence,label
"Ring road mat lena, Avoid residential areas, stick to notified commercial belts safe rahega.",ROUTE_RESTRICTION
Subah Within 36 hours transit window se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Shock-sensitive, air-suspension trailer routing hai, and custom pe Octroi Exempt Form (Govt hospital delivery), Delivery Challan signed dikhana padega.",COMPLIANCE_NOTE
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
"Location ke liye Avoid city flyovers, follow heavy transport corridor ka use karein aur Afternoon slot (01:30 PM - 04:30 PM) tak har haal me pahuchein.",DEADLINE_SET
"Ventilated container, stack max 4 crates high ka khyal rakhna, Material Gate Pass and Triplicate Unloading Voucher ready sath hona chahiye.",VEHICLE_REQUIREMENT
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
"Location ke liye Bypass city local bottlenecks, stick to industrial ring ka use karein aur Before afternoon 12:30 PM tak har haal me pahuchein.",DEADLINE_SET
"Shock-sensitive cargo, high-security padlock, fragile ka khyal rakhna, Transit Insurance Policy copy & Custom Clearance Docs in cabin sath hona chahiye.",HANDLING_INSTRUCTION
"Dekho bhai, Pharmaceuticals (Insulin Pens) loaded hai gaadi me.",VEHICLE_REQUIREMENT
"Ring road mat lena, Strictly follow high load ODC clearance maps, avoid low utility wires safe rahega.",ROUTE_RESTRICTION
Subah Afternoon slot (02:00 PM - 05:00 PM) se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Highly Flammable risk, double fire-retardant tarpaulin used hai, and custom pe NHAI Special Over-weight Permission, Form 9 active in portal dikhana padega.",DEADLINE_SET
"Suno driver saab, Agricultural Fertilizer (Liquid Organic NPK Canisters) ka load hamesha critical hota hai.",DEADLINE_SET
Avoid waterlogging-prone routes and low-security zones corridor hi lena and secure velocity maintain karke Within 3 hours express delivery window tak report karo.,DEADLINE_SET
"Product is HAZMAT Class 9, Temperature monitored, dry zone packaging, aur border par Electricity Grid Distribution Authority Order Copy and Form 9 verified dikhana hoga.",HANDLING_INSTRUCTION
"Dekho bhai, E-Commerce (Laptops & Tablets) loaded hai gaadi me.",VEHICLE_REQUIREMENT
"Ring road mat lena, Avoid waterlogging-prone low underpasses completely safe rahega.",ROUTE_RESTRICTION
Subah Within 36 hours transit window se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Deep Freeze (-18°C), Fragile packaging hai, and custom pe Loading challan and toll receipts for reimbursement verification dikhana padega.",HANDLING_INSTRUCTION
"Suno driver saab, Dairy Products (Fresh Milk & Dahi) ka load hamesha critical hota hai.",DEADLINE_SET
Avoid broken concrete pathways and rough diversion patches entirely corridor hi lena and secure velocity maintain karke By morning 08:00 AM tak report karo.,DEADLINE_SET
"Product is Ventilated container, stack max 4 crates high, aur border par Special ODC Permission from NHAI, Form 9 active in system dikhana hoga.",VEHICLE_REQUIREMENT
Attention driver saab: Construction Material (Ceramic Tiles) delivery ke liye nikal chuka hai.,DEADLINE_SET
"Strictly Avoid newly laid asphalt patches, follow stable industrial bypass se jana hai.",ROUTE_RESTRICTION
Unloading target Strictly before 10:00 AM hai.,DEADLINE_SET
"Chilled container (Maintain 14°C to 18°C), zero moisture drop instructions follow karo aur NHAI heavy cargo dimension clearance permit active in fleet system ready rakho.",COMPLIANCE_NOTE
"Suno driver saab, Construction Material (Granite Slabs) ka load hamesha critical hota hai.",DEADLINE_SET
"Monitored container track route, direct arterial expressway link corridor hi lena and secure velocity maintain karke Afternoon slot (02:00 PM - 05:00 PM) tak report karo.",DEADLINE_SET
"Product is Keep 100% dry, double-layer heavy tarpaulin covering mandatory, aur border par Phytosanitary Certificate & Custom Clearance Forms attached dikhana hoga.",HANDLING_INSTRUCTION
"Suno driver saab, Pharmaceuticals (Life-Saving Vaccines) ka load hamesha critical hota hai.",DEADLINE_SET
"High-security strategic expressway, avoid unmonitored road segments corridor hi lena and secure velocity maintain karke By evening 04:30 PM tak report karo.",ROUTE_RESTRICTION
"Product is High volume, lightweight boxes, clean/dry container interior, aur border par Bulk Delivery Manifest & Store Inward Voucher verified dikhana hoga.",DEADLINE_SET
Attention driver saab: Pharmaceuticals (Antibiotic Liquids) delivery ke liye nikal chuka hai.,DEADLINE_SET
"Strictly Strictly follow high load ODC clearance maps, avoid low utility wires se jana hai.",ROUTE_RESTRICTION
Unloading target Within 36 hours transit window hai.,DEADLINE_SET
"Fragile glassware protocol, strict vertical alignment tracking instructions follow karo aur Export Shipping Bill & Temperature Log Sheet required at port terminal ready rakho.",HANDLING_INSTRUCTION
Consignment category: FMCG (Edible Oil Pouches).,COMPLIANCE_NOTE
"Shortest state highway links, skip city commercial bottlenecks track follow karna delay se bachne ke liye.",ROUTE_RESTRICTION
Delivery window is Within 48 hours long-haul transit parameters.,DEADLINE_SET
"Take care of Shock-sensitive cargo, high-security padlock, fragile.",DEADLINE_SET
Keep Dairy Processing Plant Token & Quality Clearance Certificate verified handy on dashboard.,HANDLING_INSTRUCTION
"Suno driver saab, Construction Material (Quartzite Blocks) ka load hamesha critical hota hai.",DEADLINE_SET
"High-security logistics route, avoid dark zones/isolated halts corridor hi lena and secure velocity maintain karke Within 24 hours transit window tak report karo.",DEADLINE_SET
"Product is HAZMAT Class 3, Spark-proof kit mandatory in cabin, aur border par Bulk delivery list cross-verified, e-Way Bill copy on dashboard dikhana hoga.",COMPLIANCE_NOTE
"Dekho bhai, E-Commerce Electronics (Smartphones) loaded hai gaadi me.",DRIVER_ALERT
"Ring road mat lena, Industrial corridor highway only, skip residential zones safe rahega.",ROUTE_RESTRICTION
Subah Early morning before 05:00 AM se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Fragile glassware protocol, strict vertical alignment tracking hai, and custom pe MSDS sheet attached with physical dispatch checklist data dikhana padega.",HANDLING_INSTRUCTION
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
"Location ke liye Shortest market connection lane, bypass checkpoint lines ka use karein aur Strictly before 09:00 AM tak har haal me pahuchein.",DEADLINE_SET
"Shock-sensitive cargo, high-security padlock, fragile ka khyal rakhna, Agricultural Produce Marketing Committee (APMC) tax slip verified sath hona chahiye.",DEADLINE_SET
High-value target load hai.,VEHICLE_REQUIREMENT
Route map setting: Avoid broken concrete pathways and rough diversion patches entirely.,ROUTE_RESTRICTION
Strict unloading timing: Morning 11:00 AM sharp.,DEADLINE_SET
"Setup Scratch-prone, secure individual padding inside container checks, and checkpost processing ke liye Transit Cover Insurance Copy & Custom Invoice record active verified hona chahiye.",COMPLIANCE_NOTE
Attention driver saab: Heavy Electricals (Industrial Gen-Sets) delivery ke liye nikal chuka hai.,DEADLINE_SET
"Strictly Wide national highways only, no narrow toll lanes se jana hai.",ROUTE_RESTRICTION
Unloading target Within 48 hours long-haul transit parameters hai.,DEADLINE_SET
"Scratch-proofing blanket layers, corner edge bumpers installed instructions follow karo aur Subsidy claim challan copy, Government allocation order form verified ready rakho.",COMPLIANCE_NOTE
"Dekho bhai, Automotive Parts (Fuel Injectors) loaded hai gaadi me.",VEHICLE_REQUIREMENT
"Ring road mat lena, Direct expressway routing, avoid long daylight congestion points safe rahega.",ROUTE_RESTRICTION
Subah Within 36 hours transit window se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Overhanging load, red flag and night reflector marking required hai, and custom pe Octroi Exempt Form (Govt hospital delivery), Delivery Challan signed dikhana padega.",COMPLIANCE_NOTE
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
"Location ke liye Rural connectivity routes, verify bridge weight capacity before crossing ka use karein aur Before 04:00 PM closing tak har haal me pahuchein.",DEADLINE_SET
"Deep Freeze (-18°C), Fragile packaging ka khyal rakhna, Phytosanitary Certificate & Custom Clearance Forms attached sath hona chahiye.",HANDLING_INSTRUCTION
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
Location ke liye Follow authorized axel weight commercial transport bypass matrix ka use karein aur Before 01:00 PM afternoon tak har haal me pahuchein.,DEADLINE_SET
"Sir, ye logistics move urgent hai.",DEADLINE_SET
"Route path: Industrial corridor highway only, skip residential zones.",ROUTE_RESTRICTION
Deadlines: Within 2 hours express emergency routing schedule.,DEADLINE_SET
"Highly Flammable risk, double fire-retardant tarpaulin used protocol lagao aur factory checkpost pe Octroi Exempt Form (Govt hospital delivery), Delivery Challan signed clear karwana.",DEADLINE_SET
"Sir, ye logistics move urgent hai.",DEADLINE_SET
Cargo: Medical Equipment (MRI Machine Parts).,DEADLINE_SET
"Route path: NH-48 corridor only, strictly avoid city traffic bottlenecks.",ROUTE_RESTRICTION
Deadlines: Within 4 hours express timeline.,DEADLINE_SET
"Vitrified layout, palletizing tight bracing required protocol lagao aur factory checkpost pe Transit Insurance Policy copy & Custom Clearance Docs in cabin clear karwana.",COMPLIANCE_NOTE
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
"Location ke liye High-security strategic expressway, avoid unmonitored road segments ka use karein aur By evening 06:30 PM tak har haal me pahuchein.",ROUTE_RESTRICTION
"Temperature sensitive, clean crates requirement ka khyal rakhna, Weight Bridge Slip (Kanta Slip) duplicate verification copy required sath hona chahiye.",HANDLING_INSTRUCTION
Consignment category: Agricultural Fertilizer (Granular Urea Packs).,COMPLIANCE_NOTE
"No low-clearance bridges, follow approved ODC route map track follow karna delay se bachne ke liye.",ROUTE_RESTRICTION
Delivery window is By evening 06:30 PM.,DEADLINE_SET
"Take care of HAZMAT Class 3, Spark-proof kit mandatory in cabin.",DEADLINE_SET
Keep Transit Cover Insurance Copy & Custom Invoice record active handy on dashboard.,HANDLING_INSTRUCTION
High-value target load hai.,VEHICLE_REQUIREMENT
Material details: Luxury Cars (Showroom Delivery).,DEADLINE_SET
Route map setting: Dedicated emergency clearance route protocols.,ROUTE_RESTRICTION
Strict unloading timing: Within 48 hours long-haul transit parameters.,DEADLINE_SET
"Setup Vitrified layout, palletizing tight bracing required checks, and checkpost processing ke liye Weight Bridge Slip (Kanta Slip) duplicate verification copy required verified hona chahiye.",COMPLIANCE_NOTE
"Dekho bhai, Fresh Produce (Alfonso Mangoes for Export) loaded hai gaadi me.",VEHICLE_REQUIREMENT
"Ring road mat lena, Direct highway line, bypass chaotic weekend markets safe rahega.",ROUTE_RESTRICTION
Subah Morning slot (09:00 AM - 11:30 AM) se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Keep 100% dry, double-layer heavy tarpaulin covering mandatory hai, and custom pe Octroi Exempt Form (Govt hospital delivery), Delivery Challan signed dikhana padega.",HANDLING_INSTRUCTION
High-value target load hai.,VEHICLE_REQUIREMENT
"Route map setting: High-security strategic expressway, avoid unmonitored road segments.",ROUTE_RESTRICTION
Strict unloading timing: Within 2 hours express emergency routing schedule.,DEADLINE_SET
"Setup Highly Fragile, Air-suspension vehicle tracking required checks, and checkpost processing ke liye Breakage liability clause signed, e-Way Bill attached with documents verified hona chahiye.",COMPLIANCE_NOTE
Consignment category: Pharmaceuticals (Antibiotic Liquids).,COMPLIANCE_NOTE
"High-security logistics route, avoid dark zones/isolated halts track follow karna delay se bachne ke liye.",ROUTE_RESTRICTION
Delivery window is Strictly before 11:00 AM launch event.,DEADLINE_SET
"Take care of Fragile, Glassware protocol, side foam padding required.",DEADLINE_SET
"Keep NHAI Special Over-weight Permission, Form 9 active in portal handy on dashboard.",HANDLING_INSTRUCTION
"Suno driver saab, Industrial Chemical (Nitric Acid Tanker) ka load hamesha critical hota hai.",DEADLINE_SET
"Mumbai-Pune Expressway only, minimize transit jolts corridor hi lena and secure velocity maintain karke Morning 10:00 AM sharp tak report karo.",DEADLINE_SET
"Product is Flammable liquid protocols, strictly No Smoking allowed near the vehicle, aur border par Transit Insurance Policy copy & Custom Clearance Docs in cabin dikhana hoga.",DEADLINE_SET
"Suno driver saab, E-Commerce Apparel (Festival Season Sale) ka load hamesha critical hota hai.",DEADLINE_SET
"Smooth surfaces only, strictly avoid under-construction bypass roads corridor hi lena and secure velocity maintain karke By late evening tak report karo.",ROUTE_RESTRICTION
"Product is Heavy Load, Secure Tie-Downs, anti-rust tarp covering, aur border par Dairy Processing Plant Token & Quality Clearance Certificate verified dikhana hoga.",VEHICLE_REQUIREMENT
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
Location ke liye Avoid waterlogging-prone low underpasses completely ka use karein aur By evening 06:30 PM tak har haal me pahuchein.,DEADLINE_SET
"Shock-sensitive, air-suspension trailer routing ka khyal rakhna, Daily Supply Token and Transit Challan verified sath hona chahiye.",COMPLIANCE_NOTE
"Suno driver saab, Agricultural Seeds Bulk ka load hamesha critical hota hai.",DEADLINE_SET
"Expressway system layout only, check under-clearance lines corridor hi lena and secure velocity maintain karke Afternoon slot (01:30 PM - 04:30 PM) tak report karo.",DEADLINE_SET
"Product is Moisture-sensitive, individual vacuum packing protection, aur border par Temperature Log Sheet mandatory for unloading clearance dikhana hoga.",HANDLING_INSTRUCTION
"Suno driver saab, Industrial Transformers (Substation Units) ka load hamesha critical hota hai.",DEADLINE_SET
"NH-48 corridor only, strictly avoid city traffic bottlenecks corridor hi lena and secure velocity maintain karke Before afternoon 12:30 PM tak report karo.",DEADLINE_SET
"Product is Shock-sensitive cargo, high-security padlock, fragile, aur border par Digital OTP delivery system enablement check on driver device dikhana hoga.",HANDLING_INSTRUCTION
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
Location ke liye Avoid waterlogging-prone low underpasses completely ka use karein aur Morning 11:00 AM sharp tak har haal me pahuchein.,DEADLINE_SET
"Enclosed car carrier, hydraulic lift usage, zero scratches protocol ka khyal rakhna, Temperature Log Audit Sheet attached with dispatch tracking file sath hona chahiye.",HANDLING_INSTRUCTION
Consignment category: Automotive Parts (Wiring Harnesses).,COMPLIANCE_NOTE
Bypass local market traffic zones completely track follow karna delay se bachne ke liye.,ROUTE_RESTRICTION
Delivery window is Within 2 hours express emergency routing schedule.,DEADLINE_SET
"Take care of Deep Freeze (-18°C), Fragile packaging.",DEADLINE_SET
Keep Digital OTP delivery system enablement check on driver device handy on dashboard.,HANDLING_INSTRUCTION
"Bhai, E-Commerce Electronics (Smartphones) ka critical consignment hai.",COMPLIANCE_NOTE
"Route me Smooth asphalt highway only, skip rough diversion bypass follow karna aur Within 3 days (Long haul) tak deliver kar dena.",ROUTE_RESTRICTION
"Suno driver saab, Construction Material (Quartzite Blocks) ka load hamesha critical hota hai.",DEADLINE_SET
Avoid broken concrete pathways and rough diversion patches entirely corridor hi lena and secure velocity maintain karke Before afternoon 01:00 PM tak report karo.,DEADLINE_SET
"Product is Deep Freeze (-18°C), Fragile packaging, aur border par Weight Bridge Slip (Kanta Parchi) mandatory at entry dikhana hoga.",HANDLING_INSTRUCTION
"Suno driver saab, Frozen Food (Frozen Meat Patties) ka load hamesha critical hota hai.",DEADLINE_SET
"Bypass city local bottlenecks, stick to industrial ring corridor hi lena and secure velocity maintain karke Early morning before 05:00 AM tak report karo.",DEADLINE_SET
"Product is Temperature sensitive, clean crates requirement, aur border par e-Way Bill must match physical bundle count exactly at border check dikhana hoga.",COMPLIANCE_NOTE
"Suno driver saab, Automotive Parts (Drive Shafts) ka load hamesha critical hota hai.",VEHICLE_REQUIREMENT
"Wide national highways only, no narrow toll lanes corridor hi lena and secure velocity maintain karke By evening 06:30 PM tak report karo.",DEADLINE_SET
"Product is Scratch-prone, secure individual padding inside container, aur border par NHAI Special Over-weight Permission, Form 9 active in portal dikhana hoga.",VEHICLE_REQUIREMENT
"Bhai, Automotive Parts (Wiring Harnesses) ka critical consignment hai.",COMPLIANCE_NOTE
"Route me Expressway system layout only, check under-clearance lines follow karna aur By morning 08:00 AM tak deliver kar dena.",DEADLINE_SET
"Overhanging load, red flag and night reflector marking required maintain rakhna, checkpost pe Material Gate Pass and Triplicate Unloading Voucher ready check hoga.",DRIVER_ALERT
Attention driver saab: FMCG (Chocolate Confectionery Packs) delivery ke liye nikal chuka hai.,DEADLINE_SET
Strictly Avoid waterlogging-prone low underpasses completely se jana hai.,ROUTE_RESTRICTION
Unloading target Night delivery only (11:00 PM - 04:00 AM) hai.,DEADLINE_SET
"HAZMAT Class 9, Temperature monitored, dry zone packaging instructions follow karo aur Transit Insurance Policy copy & Custom Clearance Docs in cabin ready rakho.",HANDLING_INSTRUCTION
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
"Location ke liye Direct arterial corridors, smooth driving pattern tracking maps ka use karein aur Within 2 hours max (Urgent replenishment) tak har haal me pahuchein.",DEADLINE_SET
"Deep Freeze (-18°C), Fragile packaging ka khyal rakhna, Octroi Exempt Form (Govt hospital delivery), Delivery Challan signed sath hona chahiye.",COMPLIANCE_NOTE
High-value target load hai.,VEHICLE_REQUIREMENT
Route map setting: Avoid Ring Road entirely due to daytime heavy vehicle ban.,ROUTE_RESTRICTION
Strict unloading timing: Before 04:00 PM closing.,DEADLINE_SET
"Setup Highly Fragile, Air-suspension vehicle tracking required checks, and checkpost processing ke liye TREM Card (Transport Emergency Card) required, valid PUC on board verified hona chahiye.",HANDLING_INSTRUCTION
"Dekho bhai, E-Commerce Electronics (Smartphones) loaded hai gaadi me.",DRIVER_ALERT
"Ring road mat lena, No low-clearance bridges, follow approved ODC route map safe rahega.",ROUTE_RESTRICTION
Subah Before afternoon 01:00 PM se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Standard palletized distribution, avoid stacking near wet cargo hai, and custom pe Transit Cover Insurance Copy & Custom Invoice record active dikhana padega.",COMPLIANCE_NOTE
Attention driver saab: Luxury Motorcycles delivery ke liye nikal chuka hai.,DEADLINE_SET
"Strictly State Highway 14 network only, avoid water-logged underpass se jana hai.",ROUTE_RESTRICTION
Unloading target Within 3 days (Long haul) hai.,VEHICLE_REQUIREMENT
"Chilled container (Maintain 14°C to 18°C), zero moisture drop instructions follow karo aur OTP verification authorization validation activated on terminal map ready rakho.",VEHICLE_REQUIREMENT
"Bhai, Luxury Motorcycles ka critical consignment hai.",COMPLIANCE_NOTE
"Route me Standard distributor route, local city limits follow karna aur Before midnight tonight tak deliver kar dena.",DEADLINE_SET
"Over-Dimensional Cargo (ODC), Escort vehicle required maintain rakhna, checkpost pe APMC state mandi transit token sheet approval logs verified check hoga.",DEADLINE_SET
Attention driver saab: Automotive Parts (Clutch Assemblies) delivery ke liye nikal chuka hai.,DEADLINE_SET
"Strictly Monitored container track route, direct arterial expressway link se jana hai.",ROUTE_RESTRICTION
Unloading target Afternoon slot (01:30 PM - 04:30 PM) hai.,DEADLINE_SET
"Highly Flammable risk, double fire-retardant tarpaulin used instructions follow karo aur Bulk delivery list cross-verified, e-Way Bill copy on dashboard ready rakho.",COMPLIANCE_NOTE
Attention driver saab: Industrial Gas (Compressed Nitrogen) delivery ke liye nikal chuka hai.,DEADLINE_SET
"Strictly State Highway 11 pathway corridor, avoid central local blockades se jana hai.",ROUTE_RESTRICTION
Unloading target Strictly before 11:00 AM launch event hai.,DEADLINE_SET
"Over-Dimensional Cargo (ODC), Escort vehicle required instructions follow karo aur e-Way bill validation expires in 6 hours, immediate re-verification needed ready rakho.",COMPLIANCE_NOTE
"Suno driver saab, Textile Fabrics (Surat to Delhi Batch) ka load hamesha critical hota hai.",DEADLINE_SET
"Monitored container track route, direct arterial expressway link corridor hi lena and secure velocity maintain karke Within 2 hours max (Urgent replenishment) tak report karo.",DEADLINE_SET
"Product is HAZMAT Class 9, Temperature monitored, dry zone packaging, aur border par Active digital e-Way Bill tracking map enabled on dispatcher console dikhana hoga.",HANDLING_INSTRUCTION
Consignment category: E-Commerce Electronics (Smartphones).,COMPLIANCE_NOTE
"State Highway 14 network only, avoid water-logged underpass track follow karna delay se bachne ke liye.",ROUTE_RESTRICTION
Delivery window is Before 01:00 PM afternoon.,DEADLINE_SET
"Take care of Heavy weight balanced vertical blocks, lock steel clamp array.",DEADLINE_SET
Keep Electricity Grid Distribution Authority Order Copy and Form 9 verified handy on dashboard.,HANDLING_INSTRUCTION
Consignment category: Pharmaceuticals (Life-Saving Vaccines).,COMPLIANCE_NOTE
"Expressway system layout only, check under-clearance lines track follow karna delay se bachne ke liye.",ROUTE_RESTRICTION
Delivery window is Within 2 hours express emergency routing schedule.,DEADLINE_SET
"Take care of Over-Dimensional Cargo (ODC), Escort vehicle required.",DEADLINE_SET
Keep Excise Challan & Triplicate Invoice Copy checked post loading handy on dashboard.,COMPLIANCE_NOTE
"Dekho bhai, Medical Infrastructure (CT Scanner Component Parts) loaded hai gaadi me.",VEHICLE_REQUIREMENT
"Ring road mat lena, Bypass city local bottlenecks, stick to industrial ring safe rahega.",ROUTE_RESTRICTION
Subah Before 04:00 PM closing se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Vitrified layout, palletizing tight bracing required hai, and custom pe OTP Verification on Delivery, e-Way Bill status must be Active dikhana padega.",COMPLIANCE_NOTE
"Dekho bhai, Medical Gas Cylinders (Oxygen) loaded hai gaadi me.",VEHICLE_REQUIREMENT
"Ring road mat lena, Avoid waterlogging-prone low underpasses completely safe rahega.",ROUTE_RESTRICTION
Subah Within 8 hours maximum delivery target se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Live animal priority tracking, specialized airflow ventilation matrix hai, and custom pe Excise Challan & Triplicate Invoice Copy checked post loading dikhana padega.",COMPLIANCE_NOTE
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
Maal hai Automotive Parts (Drive Shafts).,VEHICLE_REQUIREMENT
"Location ke liye Direct highway to city tech park, completely bypass local markets ka use karein aur By evening 05:00 PM at Port tak har haal me pahuchein.",DEADLINE_SET
"Fragile, Glassware protocol, side foam padding required ka khyal rakhna, Animal husbandry product verification transit slip active in folder sath hona chahiye.",HANDLING_INSTRUCTION
Consignment category: Luxury Cars (Showroom Delivery).,DEADLINE_SET
"Bypass city local bottlenecks, stick to industrial ring track follow karna delay se bachne ke liye.",ROUTE_RESTRICTION
Delivery window is Before afternoon 01:00 PM.,DEADLINE_SET
"Take care of Fragile glassware protocol, strict vertical alignment tracking.",DEADLINE_SET
Keep Digital OTP delivery system enablement check on driver device handy on dashboard.,HANDLING_INSTRUCTION
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
"Location ke liye Avoid narrow city inner circles, follow heavy clearance map ka use karein aur Before 08:30 AM early slot tak har haal me pahuchein.",DEADLINE_SET
"High Value, Tamper-evident digital seals, fragile handling ka khyal rakhna, Temperature Log Audit Sheet attached with dispatch tracking file sath hona chahiye.",HANDLING_INSTRUCTION
"Dekho bhai, Construction Material (Ceramic Tiles) loaded hai gaadi me.",DEADLINE_SET
"Ring road mat lena, NH-62 ODC corridor, strictly avoid sharp hairpin bends safe rahega.",ROUTE_RESTRICTION
Subah Within 36 hours transit window se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Fragile, Glassware protocol, side foam padding required hai, and custom pe OTP verification authorization validation activated on terminal map dikhana padega.",DEADLINE_SET
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
"Location ke liye NH-48 corridor only, strictly avoid city traffic bottlenecks ka use karein aur Strictly before 07:30 AM tak har haal me pahuchein.",DEADLINE_SET
"High volume, lightweight boxes, clean/dry container interior ka khyal rakhna, Weight Bridge Slip (Kanta Parchi) mandatory at entry sath hona chahiye.",HANDLING_INSTRUCTION
High-value target load hai.,VEHICLE_REQUIREMENT
"Route map setting: Expressway system layout only, check under-clearance lines.",ROUTE_RESTRICTION
Strict unloading timing: Within 2 hours express emergency routing schedule.,DEADLINE_SET
"Setup Over-Dimensional Heavy Cargo anchor tie framework matrix balancing checks, and checkpost processing ke liye Octroi Exempt Form (Govt hospital delivery), Delivery Challan signed verified hona chahiye.",DEADLINE_SET
"Dekho bhai, Medical Equipment (MRI Machine Parts) loaded hai gaadi me.",DEADLINE_SET
"Ring road mat lena, Avoid narrow city inner circles, follow heavy clearance map safe rahega.",ROUTE_RESTRICTION
Subah Morning slot (09:00 AM - 11:30 AM) se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Deep Freeze (-18°C), Fragile packaging hai, and custom pe Weight Bridge Slip (Kanta Parchi) mandatory at entry dikhana padega.",HANDLING_INSTRUCTION
Consignment category: Live Poultry (Day-Old Hatchlings).,COMPLIANCE_NOTE
"Smooth asphalt highway only, skip rough diversion bypass track follow karna delay se bachne ke liye.",ROUTE_RESTRICTION
Delivery window is Strictly before 11:00 AM launch event.,DEADLINE_SET
"Take care of Shock-sensitive cargo, high-security padlock, fragile.",DEADLINE_SET
Keep APMC state mandi transit token sheet approval logs verified handy on dashboard.,DEADLINE_SET
Consignment category: Industrial Transformers (Substation Units).,COMPLIANCE_NOTE
"Shortest market connection lane, bypass checkpoint lines track follow karna delay se bachne ke liye.",ROUTE_RESTRICTION
Delivery window is Strictly before 07:30 AM.,DEADLINE_SET
"Take care of HAZMAT Class 9, Temperature monitored, dry zone packaging.",HANDLING_INSTRUCTION
Keep Excise Challan & Triplicate Invoice Copy checked post loading handy on dashboard.,COMPLIANCE_NOTE
Emergency stock replenishment hai driver saab!,DRIVER_ALERT
Maal hai Construction Material (Ceramic Tiles).,DEADLINE_SET
"Location ke liye Bypass city local bottlenecks, stick to industrial ring ka use karein aur Within 3 hours express delivery window tak har haal me pahuchein.",DEADLINE_SET
"Shock-sensitive cargo, high-security padlock, fragile ka khyal rakhna, e-Way Bill must match physical bundle count exactly at border check sath hona chahiye.",COMPLIANCE_NOTE
"Sir, ye logistics move urgent hai.",DEADLINE_SET
Cargo: Frozen Food (Ready-to-Eat Meals).,HANDLING_INSTRUCTION
"Route path: Rural connectivity routes, verify bridge weight capacity before crossing.",DEADLINE_SET
Deadlines: Before 08:30 AM early slot.,DEADLINE_SET
"Heavy stack, weatherproof multi-layer covering mandatory protocol lagao aur factory checkpost pe Active digital e-Way Bill tracking map enabled on dispatcher console clear karwana.",COMPLIANCE_NOTE
"Dekho bhai, Fresh Milk (Bulk Tanker) loaded hai gaadi me.",VEHICLE_REQUIREMENT
"Ring road mat lena, Wide national highways only, no narrow toll lanes safe rahega.",ROUTE_RESTRICTION
Subah Within 8 hours maximum delivery target se pehle hub pahuchega toh achha hai.,DEADLINE_SET
"Maal Fragile, Glassware protocol, side foam padding required hai, and custom pe APMC state mandi transit token sheet approval logs verified dikhana padega.",DEADLINE_SET
"Sir, ye logistics move urgent hai.",DEADLINE_SET
Cargo: Frozen Food (Frozen Prawns for Export).,HANDLING_INSTRUCTION
"Route path: Rural connectivity routes, verify bridge weight capacity before crossing.",DEADLINE_SET
Deadlines: By afternoon 03:00 PM.,DEADLINE_SET
"Enclosed car carrier, hydraulic lift usage, zero scratches protocol protocol lagao aur factory checkpost pe Bulk Delivery Manifest & Store Inward Voucher verified clear karwana.",DEADLINE_SET
"Bhai, Automotive Parts (Clutch Assemblies) ka critical consignment hai.",COMPLIANCE_NOTE
"Route me NH-48 corridor only, strictly avoid city traffic bottlenecks follow karna aur By evening 04:30 PM tak deliver kar dena.",DEADLINE_SET
"HAZMAT Class 3, Spark-proof kit mandatory in cabin maintain rakhna, checkpost pe Breakage liability clause signed, e-Way Bill attached with documents check hoga.",COMPLIANCE_NOTE
High-value target load hai.,VEHICLE_REQUIREMENT
"Route map setting: Shortest market connection lane, bypass checkpoint lines.",ROUTE_RESTRICTION
Strict unloading timing: By afternoon 03:00 PM.,DEADLINE_SET
"Setup HAZMAT Class 3, Spark-proof kit mandatory in cabin checks, and checkpost processing ke liye Medical Supply Emergency Priority Authorization Document Pass verified verified hona chahiye.",COMPLIANCE_NOTE
High-value target load hai.,VEHICLE_REQUIREMENT
Material details: Frozen Food (Frozen Prawns for Export).,HANDLING_INSTRUCTION
"Route map setting: NH-48 corridor only, strictly avoid city traffic bottlenecks.",ROUTE_RESTRICTION
Strict unloading timing: Before afternoon 01:00 PM.,DEADLINE_SET
